model,accuracy,precision,recall,f1,tn,fp,fn,tp,threshold,config_idx,hidden_layers,dropout_rate,l2_reg,epochs_trained
TF-IDF Keras MLP,0.8636363636363636,0.7857142857142857,1.0,0.88,16,6,0,22,0.45000000000000007,4,"[64, 32]",0.4,0.001,21
